,Comedy,Adventure,Drama,Action,Animation,Documentary,Biography,Family,Crime,Fantasy,Musical,Horror,Western,Sci-Fi,Romance,History,Mystery,Thriller,Sport,News,Music
3033,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
662,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3207,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1718,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2884,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1456,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2252,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
930,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1124,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1514,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1442,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1553,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3891,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2566,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1727,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1941,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1618,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
115,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1494,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1232,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2483,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1842,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
707,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1093,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
647,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
620,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
553,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2221,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2071,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3789,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1546,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3587,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
630,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3097,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
856,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1736,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1741,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2984,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3467,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3894,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1195,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
958,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1606,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2323,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1368,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
669,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1179,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2706,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2335,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
