,index,id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList,Genre_1,Genre_2,Genre_3
2344,2411,tt2005153,https://m.media-amazon.com/images/M/MV5BMTM1MzI2OTA5MV5BMl5BanBnXkFtZTcwMjkxMjIyOA@@._V1_Ratio0.6763_AL_.jpg,Backwards,2012,89 mins,"Romance, Sport","[{'key': 'Romance', 'value': 'Romance'}, {'key': 'Sport', 'value': 'Sport'}]",PG,5.5,773,43,"When a fiercely competitive 30 year old rower fails to make the Olympic boat for the second time, she takes a coaching job at a school but struggles to adjust to life off the race course.",,[],Romance, Sport,
2345,2412,tt2071648,https://m.media-amazon.com/images/M/MV5BMTM5NDg0NzAyNV5BMl5BanBnXkFtZTcwODQ4MTMyNw@@._V1_Ratio0.7150_AL_.jpg,Vampire Dog,2012,91 mins,"Comedy, Family, Fantasy","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",G,4.2,1236,,A boy unwittingly adopts a 600 year old talking vampire dog and soon discovers that when they face their fears they can do anything.,,[],Comedy, Family, Fantasy
2346,2413,tt2224307,https://m.media-amazon.com/images/M/MV5BNjc3MTA2OTkzMF5BMl5BanBnXkFtZTcwNTkxMTM1OQ@@._V1_Ratio0.6957_AL_.jpg,The Pee-Wee 3D: The Winter That Changed My Life,2012,122 mins,"Comedy, Drama, Family","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",G,6.5,582,,"The story of a group of young hockey players, living in a small village in Quebec, preparing to compete in the season of their lives. They will try to participate in the most prestigious minor hockey tournament in the world: World Hockey Tournament Peewee Quebec.",,[],Comedy, Drama, Family
2347,2414,tt2247692,https://m.media-amazon.com/images/M/MV5BNzkwMjY3NzMyMV5BMl5BanBnXkFtZTcwNzU4ODEzOA@@._V1_Ratio0.6860_AL_.jpg,2016: Obama's America,2012,87 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,4.8,10997,26,"A documentary that examines the question, ""If Barack Obama wins a second term, where will we be in 2016?""",,[],Documentary,,
2348,2415,tt2081266,https://m.media-amazon.com/images/M/MV5BOTkyNDQwOTAwOV5BMl5BanBnXkFtZTgwNjU2MTc4NTE@._V1_Ratio0.7536_AL_.jpg,The Adventures of Huck Finn,2012,99 mins,"Adventure, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,5.7,374,,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.",,[],Adventure, Family,
2349,2416,tt2359137,https://m.media-amazon.com/images/M/MV5BMTY5NjA1NTgzMl5BMl5BanBnXkFtZTcwNDk5MTQ0OA@@._V1_Ratio0.6763_AL_.jpg,Last Ounce of Courage,2012,101 mins,"Drama, War","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'War', 'value': 'War'}]",PG,3.5,2103,11,"Years after his father's death, the son of a fallen soldier tries to reconnect with his grandfather, who is still grieving the loss of his son.",,[],Drama, War,
2350,2417,tt2171416,https://m.media-amazon.com/images/M/MV5BODE3MDI3MzQtMTA4MC00ZDM5LTlhMTgtODdiNGE1OWFmMjRlXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_Ratio0.6763_AL_.jpg,Life's a Jungle: Africa's Most Wanted,2012,101 mins,"Animation, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Family', 'value': 'Family'}]",PG,1.7,535,,"When Pip, a pampered and snobbish puppy, gets separated from his owners on an African safari, he is forced to adapt a new way of life in the jungle where he learns that caviar and manicures can never bring the same happiness as friendship.",,[],Animation, Family,
2351,2418,tt1856053,https://m.media-amazon.com/images/M/MV5BODcwODcwNTE3MF5BMl5BanBnXkFtZTgwODEyNjY0MTE@._V1_Ratio0.6860_AL_.jpg,"Little Brother, Big Trouble: A Christmas Adventure",2012,79 mins,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",G,5.6,1321,,"Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.",,[],Animation, Adventure, Comedy
2352,2419,tt2126282,https://m.media-amazon.com/images/M/MV5BZDBjOWY1NTQtMmU0MS00NGQ3LTk0YWEtNmI0YTJiZjg0Y2Y5XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_Ratio0.7053_AL_.jpg,Ekk Deewana Tha,2012,136 mins,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.1,3292,,An aspiring filmmaker from Mumbai falls in love with a woman from a strict orthodox Christian family.,,[],Drama, Romance,
2353,2420,tt1222815,https://m.media-amazon.com/images/M/MV5BMjA1MjMzMjA3OV5BMl5BanBnXkFtZTcwOTU3NDU5Ng@@._V1_Ratio0.6763_AL_.jpg,Chimpanzee,2012,78 mins,"Documentary, Family","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Family', 'value': 'Family'}]",G,7.1,6336,57,"Meet adorable young chimp Oscar and his fellow mayhem-creating buddies, who see the world as their playground. Full of curiosity, joy and a love for mimicking others, these are some of the most extraordinary personalities in the jungle.",,[],Documentary, Family,
2354,2421,tt1614430,https://m.media-amazon.com/images/M/MV5BMzgyODcyNDc5N15BMl5BanBnXkFtZTcwNDg3Nzk0OA@@._V1_Ratio0.6957_AL_.jpg,Little Red Wagon,2012,104 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.4,642,,"With nothing more than a blazing spirit of philanthropy and his beat-up red wagon, Zach sets out to help homeless children in America. In the process, he sweeps his fractured family - and ultimately the entire country - along with him.",,[],Drama,,
2355,2422,tt2047890,https://m.media-amazon.com/images/M/MV5BNmJjZTNlOTEtYjI0YS00NTlhLWI1MWItNzA5YWRkZWE5YmY3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.7536_AL_.jpg,The Woodcarver,2012,96 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.7,493,,"A troubled youth vandalizes a church, then winds up in close association with the woodcarver whose work he destroyed.",,[],Drama,,
2356,2423,tt2088832,https://m.media-amazon.com/images/M/MV5BMTYyNjk2ODU3MF5BMl5BanBnXkFtZTgwMzc3MjIwMDE@._V1_Ratio0.7053_AL_.jpg,The Adventures of Mickey Matson and the Copperhead Treasure,2012,94 mins,"Adventure, Comedy, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,4.9,784,,"When a mythical device from ancient times is rebuilt by a group of Confederates who feel the Civil War never ended, Mickey Matson and his newfound friend, Sully, must follow a series of clues left by his dead grandfather to keep the evil men away from the three mystical objects that power the device. If he fails, it could mean not only the loss of his family's house, but maybe the demise of our country as we know it.",,[],Adventure, Comedy, Family
2357,2424,tt1736049,https://m.media-amazon.com/images/M/MV5BOTg1NTk5MDU0N15BMl5BanBnXkFtZTcwNzA0ODE4OA@@._V1_Ratio0.6763_AL_.jpg,A Place at the Table,2012,84 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.9,1222,68,"A documentary that investigates incidents of hunger experienced by millions of Americans, and proposed solutions to the problem.",,[],Documentary,,
2358,2425,tt1614955,https://m.media-amazon.com/images/M/MV5BMTU1MTIyNjgwM15BMl5BanBnXkFtZTcwMTk3Mjg5OA@@._V1_Ratio0.6763_AL_.jpg,Primates of the Caribbean,2012,80 mins,"Animation, Comedy, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,3.7,450,,"Our unlikely hero, Marco, must join forces with a motley crew of monkey pirates and set out on an action-packed rescue mission. Get ready to go overboard with the wildest, craziest, zaniest primates this side of the Caribbean.",,[],Animation, Comedy, Family
2359,2426,tt1867086,https://m.media-amazon.com/images/M/MV5BM2FiMjdmZTUtMjI2My00MTc0LTg5YjUtNGNlZjI2ZjRhZjQzXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_Ratio0.6763_AL_.jpg,Outback,2012,85 mins,"Animation, Adventure, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,4.7,1083,,A cute koala (Rob Schneider) must rescue a fellow animal from a feared crocodile (Alan Cumming).,,[],Animation, Adventure, Family
2360,2427,tt2630526,https://m.media-amazon.com/images/M/MV5BMTU0NTgxODMxMF5BMl5BanBnXkFtZTgwMTI1MjQwNzE@._V1_Ratio0.6763_AL_.jpg,The Giant King,2012,96 mins,"Animation, Comedy, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,5.6,394,,"Zork and Pinky, sworn enemies, wake up chained to each other with no memory. In search of answers, they wander the barren wasteland, looking for RAM, the creator of all robots.",,[],Animation, Comedy, Family
2361,2428,tt2129928,https://m.media-amazon.com/images/M/MV5BMjE4OTU4ODg1M15BMl5BanBnXkFtZTcwODY4ODEzOA@@._V1_Ratio0.7536_AL_.jpg,Bones Brigade: An Autobiography,2012,90 mins,"Documentary, Sport","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Sport', 'value': 'Sport'}]",PG,8,2706,66,"When six teenage boys came together as a skateboarding team in the 1980s, they reinvented not only their chosen sport but themselves too - as they evolved from insecure outsiders to the most influential athletes in the field.",,[],Documentary, Sport,
2362,2429,tt11908836,https://m.media-amazon.com/images/M/MV5BYzNjZjBkNDctMjUxYi00N2NhLWIxYjgtNTFiODgyYTVhZWUwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.7536_AL_.jpg,The Jungle Book: The Movie,2012,62 mins,"Animation, Adventure, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",G,6.6,17,,"While Mowgli and Mani enjoy their time drumming away at logs in the jungle, Shere Khan plots to put an end to the noise. Will Mowgli escape the clutches of the evil Shere Khan, and still have time to join his friends in the jungle rhythm?",,[],Animation, Adventure, Family
2363,2430,tt1946347,https://m.media-amazon.com/images/M/MV5BZWY4ZGQ0MTctNTU1Mi00MjBhLTk3OTktMTc2YjEwNDVkMzEyXkEyXkFqcGdeQXVyOTMwNTUwNTk@._V1_Ratio0.6860_AL_.jpg,Gladiators of Rome,2012,94 mins,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG,5.2,1602,,"From Rainbow S.p.A. and Paramount Pictures comes a hilarious, animated adventure of epic proportions. Timo, a student at the Gladiators' Academy in Rome, has no desire to become a legendary gladiator like his stepfather. That is, until the mesmerizing Lucilla walks into his life. With the help of an unlikely band of sidekicks, Timo is determined to be the gladiator of her dreams and embarks on an action-packed journey to become the Colosseum's first victor.",,[],Animation, Adventure, Comedy
2364,2431,tt1531914,https://m.media-amazon.com/images/M/MV5BNzY1NDI5NDQwNF5BMl5BanBnXkFtZTgwMzExNDA2MDE@._V1_Ratio0.7536_AL_.jpg,Smitty,2012,94 mins,"Drama, Family","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Family', 'value': 'Family'}]",PG,5.4,662,,"A mischievous thirteen-year-old crosses paths with a lovable mutt named Smitty, and with help from the unlikely canine companion, learns the importance of friendship, family and responsibility.",,[],Drama, Family,
2365,2432,tt2350608,https://m.media-amazon.com/images/M/MV5BMTc1NDIxNjc0N15BMl5BanBnXkFtZTcwMDI3MzU4OA@@._V1_Ratio0.6763_AL_.jpg,Revolution,2012,85 mins,"Documentary, Adventure, Family","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,7.4,442,53,"Filmmaker Rob Stewart advances the theory that though humans depend on the natural world for subsistence, humans are nature's greatest enemy.",,[],Documentary, Adventure, Family
2366,2433,tt2336373,https://m.media-amazon.com/images/M/MV5BM2NjOWIwZTItYmEyMi00ODE5LWEzMzEtMzFiYWQyZjlmOWFmXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_Ratio0.6957_AL_.jpg,Moron 5 and the Crying Lady,2012,100 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,5.5,90,,"Half-witted longtime friends Albert (Luis Manzano), Isaac (Billy Crawford), Mozart ""Mo"" (DJ Durano), Michaelangelo ""Mike"" (Martin Escudero), and Aristotle ""Aris"" (Marvin Agustin) were used to living moronic, yet pretty normal and hassle-free lives until successful career woman Becky Pamintuan (John Lapus) accuses them of killing her father and ruins everything for them. The Moron 5 are more than sure of their innocence but they can't find a single satisfactory argument on how to prove it, especially when their opponent would do everything to punish them for whim. Spending three miserable years in prison trying different failed comedic attempts to get out, they finally figure out a way to escape. They stalk Becky and try to understand why she's fighting so hard to have them imprisoned when it's clear as day that what happened three years ago was a nonsense frame-up. An opportunity comes when Becky's driver gets fired for having an affair with her maid and Albert volunteers to apply to replace him. He infiltrates the Pamintuan Residence, and together with his four crazily daft friends, they gather information about the curious family, yet little of it makes sense, especially Becky's hatred for the quirky quintet. Why is Becky fighting so hard to have them suffer? The Moron 5 will try their hardest to know and hopefully understand what's going on--but by doing so, everything they hold dear might be at risk.",,[],Comedy,,
2367,2434,tt1734589,https://m.media-amazon.com/images/M/MV5BMTc4MDYzOTY0MV5BMl5BanBnXkFtZTcwNjM0MjQwOA@@._V1_Ratio0.7053_AL_.jpg,Unicorn City,2012,103 mins,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5.5,1306,,"Voss entices local gamers to create a Utopian society in an attempt to impress a potential employer, but paradise is disrupted when his nemesis lays claim to the city and Voss's true love.",,[],Comedy, Romance,
2368,2435,tt1693039,https://m.media-amazon.com/images/M/MV5BMjZjNTFlOWQtMDZkMS00NzMwLWEyMTEtNjY2MmIxYmFhOTQ0XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_Ratio0.7343_AL_.jpg,Pinocchio,2012,75 mins,"Animation, Adventure, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}]",PG,6,379,,"In this dazzling, delightful re-imagining of the classic family legend, a playful puppet comes to life and experiences incredible adventures in his struggle to become human.",,[],Animation, Adventure, Family
2369,2436,tt2069708,https://m.media-amazon.com/images/M/MV5BMTM2MzEyNjkyOF5BMl5BanBnXkFtZTcwODQwNTQ0Nw@@._V1_Ratio0.6763_AL_.jpg,Abel's Field,2012,104 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",PG,6.4,727,,An inspiring drama about a solitary high school groundskeeper who becomes the unlikey mentor of a struggling teen.,,[],Drama,,
2370,2437,tt1800266,https://m.media-amazon.com/images/M/MV5BMTUxNTQyMTI1MF5BMl5BanBnXkFtZTcwNDYyNDA1OA@@._V1_Ratio0.6860_AL_.jpg,Brooklyn Castle,2012,101 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.2,1004,77,"Amidst financial crises and unprecedented public school budget cuts, Brooklyn Castle takes an intimate look at the challenges and triumphs facing members of a junior high school's champion chess team.",,[],Documentary,,
2371,2438,tt2171809,https://m.media-amazon.com/images/M/MV5BMTU5MjU0MTQyMl5BMl5BanBnXkFtZTcwMDMwODUyNw@@._V1_Ratio0.6957_AL_.jpg,Brother White,2012,88 mins,"Comedy, Drama","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",G,5.5,692,,This is a heartwarming fish out of water comedy about an associate pastor at a mega church in California who finds himself the pastor of a poor church in the worst neighborhood in Atlanta.,,[],Comedy, Drama,
2372,2439,tt1321862,https://m.media-amazon.com/images/M/MV5BMTYzOTM3NjY4MF5BMl5BanBnXkFtZTcwMzMzMDY2OA@@._V1_Ratio0.6763_AL_.jpg,Back to the Jurassic,2012,86 mins,"Animation, Adventure, Comedy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}]",PG,4.7,1663,,"Three kids who travel back in time to 65 million years ago, where they are taken in by a dinosaur.",,[],Animation, Adventure, Comedy
2373,2440,tt2322457,https://m.media-amazon.com/images/M/MV5BMjk0YmJjYWQtYWY1OS00MjVlLThhZDctZTE4OTU3ZWVhNzYwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_Ratio0.7536_AL_.jpg,Ivan the Incredible,2012,80 mins,"Animation, Comedy, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,4.3,792,,"A young boy's luck changes when he finds a magic potion that makes him ""the best at everything"" for one single day.",,[],Animation, Comedy, Family
2374,2441,tt2297031,https://m.media-amazon.com/images/M/MV5BMTg3NDc4ODE3MF5BMl5BanBnXkFtZTcwOTk3NjU4Nw@@._V1_Ratio0.6763_AL_.jpg,TimeScapes,2012,52 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.6,1303,,"TimeScapes is the debut film from award-winning cinematographer and director Tom Lowe. The non-narrative film features stunning slow-motion and timelapse cinematography of the landscapes, people, and wildlife of the American South West.",,[],Documentary,,
2375,2442,tt1435990,https://m.media-amazon.com/images/M/MV5BMjI0OTY0NjkwMF5BMl5BanBnXkFtZTcwODA2MDI2NA@@._V1_Ratio0.7053_AL_.jpg,Cinderella 3D,2012,81 mins,"Animation, Family, Fantasy","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,3.8,310,,A modern take on Cinderella set to the backdrop of the Wild West featuring a new cast of furry and feathered friends.,,[],Animation, Family, Fantasy
2376,2443,tt2439190,https://m.media-amazon.com/images/M/MV5BNTA1MjIyMTcxMV5BMl5BanBnXkFtZTgwMDYwODM2MzE@._V1_Ratio0.6763_AL_.jpg,A Mouse Tale,2012,87 mins,"Animation, Adventure","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Adventure', 'value': 'Adventure'}]",PG,4.9,459,,"To save their kingdom from evil rodents, two young mice go on a quest to a forbidden world to find a legendary magic crystal that has the power to restore order to their kingdom.",,[],Animation, Adventure,
2377,2444,tt2342207,https://m.media-amazon.com/images/M/MV5BNDc0OTM5OTI4OF5BMl5BanBnXkFtZTcwMjkxNjM3OA@@._V1_Ratio0.7536_AL_.jpg,Mais qui a re-tué Pamela Rose?,2012,90 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",G,5.3,1499,,"No plot whatsoever. It's your typical wtf, wanna be funny french Z serie ""movie"". Best describded as a collection of rehashed, reheated scenes + lost in translation french private jokes. Best avoided.",,[],Comedy,,
2378,2445,tt1706687,https://m.media-amazon.com/images/M/MV5BMjM0MTcwOTM3M15BMl5BanBnXkFtZTgwMTAwNTA2MDE@._V1_Ratio0.7536_AL_.jpg,Monumental: In Search of America's National Treasure,2012,84 mins,"Documentary, History","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'History', 'value': 'History'}]",PG,5.1,856,,"Follow Kirk Cameron across Europe and the U.S. as he seeks to discover the people, places and principles that made America the freest, most prosperous and generous nation the world has ever known.",,[],Documentary, History,
2379,2446,tt2113644,https://m.media-amazon.com/images/M/MV5BMTg0MTM5NTIwNl5BMl5BanBnXkFtZTcwMjA4ODI3Nw@@._V1_Ratio0.7053_AL_.jpg,Victor and the Secret of Crocodile Mansion,2012,96 mins,"Adventure, Family, Mystery","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Mystery', 'value': 'Mystery'}]",PG,6.3,551,,"When Victor and his family move into his grand-uncle's mysterious - and seemingly haunted - mansion, the young boy detective makes it his mission to solve the case of a girl who died there forty years earlier.",,[],Adventure, Family, Mystery
2380,2447,tt1893371,https://m.media-amazon.com/images/M/MV5BOTM1Nzk5MjIxOF5BMl5BanBnXkFtZTcwNjQzNjg5OQ@@._V1_Ratio0.7150_AL_.jpg,The Illusionauts,2012,82 mins,"Animation, Action, Adventure","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}]",PG,2.3,814,,"Unlikely events shake France. All of the heroes from the books of famous author Jules Verne were brought to life and, without knowing it, began to cause chaos and destruction. But when the new French President, and the Minister of Culture conceive to re-release a novel by the great writer, they accidently corrupt everything within, using a device called ""The Imaginasium"". Only a team of four talented children can save France now, as they're sent into the stories in order to return all of them back on track and put the heroes of Jules Verne's novels back to the pages from whence they came.",,[],Animation, Action, Adventure
2381,2448,tt1631783,https://m.media-amazon.com/images/M/MV5BMTMxNmNlNjYtMGQzZC00ZTJkLWE4NzYtMzcwNDIwMDUyZWUxXkEyXkFqcGdeQXVyNTU3MDE1NzU@._V1_Ratio0.6763_AL_.jpg,Not That Funny,2012,99 mins,"Comedy, Drama","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}]",PG,5.5,325,,"A love story about a woman who ""just wants someone who makes her laugh"" and a man who is not that funny. As he tries to learn how to be the man she says she wants, they each find an unexpected chance at happiness.",,[],Comedy, Drama,
2382,2449,tt2190193,https://m.media-amazon.com/images/M/MV5BNGI5MTVjNWQtMjExZC00MmJjLTlhNTAtNjFkMjExODA3OGNiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_Ratio0.6763_AL_.jpg,Back to the Sea,2012,96 mins,"Animation, Comedy, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,4.1,264,,"When little fish Kevin is swept up in a net and taken from his home in the vast oceans to the small glass fish tank of a restaurant, he must find a way to escape and make his way back home.",,[],Animation, Comedy, Family
2383,2450,tt5645298,https://m.media-amazon.com/images/M/MV5BMTk4ODYyMzU4NF5BMl5BanBnXkFtZTgwNDcyMDk2ODE@._V1_Ratio0.7536_AL_.jpg,Alvin and the Chipmunks: Halloween Collection,2012,73 mins,"Animation, Family","[{'key': 'Animation', 'value': 'Animation'}, {'key': 'Family', 'value': 'Family'}]",G,6,31,,"Join Alvin and his brothers Simon and Theodore for this hilarious Halloween adventure. There are plenty of laughs and surprises -- and music, including Mash -- to make this a monstrously fun video any time of the year!",,[],Animation, Family,
2384,2451,tt1865450,https://m.media-amazon.com/images/M/MV5BMTU0MzI5NTEyNl5BMl5BanBnXkFtZTcwMDE0NTY4Nw@@._V1_Ratio1.0048_AL_.jpg,Mission to Lars,2012,74 mins,"Documentary, Adventure, Biography","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Biography', 'value': 'Biography'}]",G,6.7,1016,62,"Kate and Will Spicer's brother, Tom, has Fragile X Syndrome, the most common form of inherited learning disability. He is also a massive fan of Lars Ulrich from Metallica. They made a promise to Tom that they would get him to meet Lars. Tom's dream is their promise. Together they went on a Mission to Lars.",,[],Documentary, Adventure, Biography
2385,2452,tt1849740,https://m.media-amazon.com/images/M/MV5BYmQwZWM3YmMtNzY0OC00YjdhLWJmYzItZGJhYzI0MWQ0YWJlXkEyXkFqcGdeQXVyOTY2ODM2OQ@@._V1_Ratio0.6860_AL_.jpg,Champions of the Deep,2012,85 mins,"Action, Adventure, Fantasy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Fantasy', 'value': 'Fantasy'}]",PG,7.9,42,,A brother and sister learn to use their martial arts to protect the ocean they love.,,[],Action, Adventure, Fantasy
2386,2453,tt1427220,https://m.media-amazon.com/images/M/MV5BZDM1N2IyZDQtOWUzZi00MTg5LWE3YWItMDA4ZDNkNDUyOWNjXkEyXkFqcGdeQXVyNDQyMjA2OTY@._V1_Ratio1.7778_AL_.jpg,Heart Land,2012,90 mins,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5,14,,"An Indian-American consultant, Karan, is sent to Texas to save the finances of a Texan farm. While working on the project, Karan falls in love with an all-American, sweet, beautiful and tough Texan farm girl: Heather.",,[],Comedy, Romance,
2387,2454,tt1995346,https://m.media-amazon.com/images/M/MV5BOTg0NDI1Nzk5NF5BMl5BanBnXkFtZTgwNjg3MjIwMDE@._V1_Ratio0.7826_AL_.jpg,Crazy Enough,2012,104 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,3.4,479,,"Identical twins separated at birth: One a prominent psychiatrist; the other a life long mental patient. When the doctor gets called to his brother's institution, fate intervenes and the brothers swap places.",,[],Comedy,,
2388,2455,tt4067574,https://m.media-amazon.com/images/M/MV5BMTc4NzIyNzAyM15BMl5BanBnXkFtZTgwMzMwMzY3NDE@._V1_Ratio0.7536_AL_.jpg,Tares Among the Wheat: Sequel to a Lamp in the Dark,2012,178 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.2,44,,"In the 19th century a revolution in biblical scholarship was prompted by the publication of a manuscript - Codex Sinaiticus - declared to be the oldest Bible ever found. Shortly after this discovery, deniers came forward against it. The controversy surrounding this manuscript is perhaps the most incredible untold chapter in Bible history. Witness the struggle between Bible believers and deniers.",,[],Documentary,,
2389,2456,tt2048854,https://m.media-amazon.com/images/M/MV5BMTg5OTU4ODUyOV5BMl5BanBnXkFtZTcwOTM1MjQ3Ng@@._V1_Ratio0.6763_AL_.jpg,Hercules Saves Christmas,2012,79 mins,Family,"[{'key': 'Family', 'value': 'Family'}]",PG,3.1,182,,"Max, an adorable yet mischievous twelve year old boy meets a talking dog named Hercules, who takes him to the North Pole to meet Santa and argue his way onto the ""nice list.""",,[],Family,,
2390,2457,tt1684225,https://m.media-amazon.com/images/M/MV5BMTQxODc5NjYzOF5BMl5BanBnXkFtZTcwODMwNjc4Nw@@._V1_Ratio0.6957_AL_.jpg,I Heart Shakey,2012,90 mins,"Adventure, Comedy, Family","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Family', 'value': 'Family'}]",PG,3.6,228,,"This is a family film about a thirty-five-year-old widower named J.T. O'Neil, his precocious ten-year-old daughter, and their devoted mutt Shakey. After moving from a small town to Chicago, and missing the fine print in their rental contract, J.T. is forced to try and get rid of his lovable pooch, Shakey, and Chandler won't have it, and hatches a plan to keep Shakey and teach J.T. a valuable lesson about loyalty and the importance of keeping family together.",,[],Adventure, Comedy, Family
2391,2458,tt1965115,https://m.media-amazon.com/images/M/MV5BMTc3ODY2MzU0N15BMl5BanBnXkFtZTcwODU2NTQxNw@@._V1_Ratio0.6763_AL_.jpg,Stealing Roses,2012,96 mins,"Comedy, Drama, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.2,304,,"Terrified at the prospect of losing his seriously ill wife, a man plans a bank robbery to pay for her medical treatments with help from his eccentric friends - while his son, a cop, tries to stop him.",,[],Comedy, Drama, Romance
